Ext ID,Museum,Sampling date,Catalogue/accession,Species,Collection notes,Sex,Age,Year,Country,Region,Locality,Oral health,Appearance,Sampling comments,Ext Date,Sample weight (g),Pigmented_extract,Qubit concentration (ng/ul),LP date,Extract vol used,LP copies ,Ind date,LP vol used,Ind cycles,Ind copies,Pool,Pooled volume (ul)
MV_201,NHM Vienna,20230208,NMW 3811,Sus scrofa,Wurde im Mai 2018 entfettet ,female,,1933,Austria,Lower Austria,Mannersdorf am Leithagebirge,,,,20230707,0.011,FALSE,18.1,20230712,20,4.17E+08,20230818,18,11,1.21E+10,Pool B,3
MV_202,NHM Vienna,20230208,NMW 3172,Sus scrofa,Margl ,male,,1931,Austria,Lower Austria,Mannersdorf am Leithagebirge,,,,20230609,0.01,FALSE,7.56,20230620,20,4.89E+06,20230622,18,11,3.16E+10,Pool B,3
MV_203,NHM Vienna,20230208,NMW 4229,Sus scrofa,Wurde im Mai 2018 entfetter; Margl ,?,,1932,Austria,Lower Austria,Mannersdorf am Leithagebirge,,,,20230814,0.011,FALSE,28.4,20230821,10,4.33E+07,20230908,12,11,1.39E+10,Pool B,3
MV_204,NHM Vienna,20230208,NMW 3202,Sus scrofa,Margl ,male,,1931,Austria,Lower Austria,Mannersdorf am Leithagebirge,,"white and flaky in some teeth, dark in others",,20230613,0.033,FALSE,33.9,20230619,20,6.04E+06,20230622,18,11,1.76E+09,Pool C,4
MV_206,NHM Vienna,20230209,NMW 3794,Sus scrofa,Wurde im Mai 2018 entfettet ,female,,1930,Austria,Lower Austria,Mannersdorf am Leithagebirge,,light coloured and flaky on some teeth,,20230828,0.02,FALSE,51,20230830,20,1.20E+08,20230920_7-7,12,11,1.55E+10,Pool B,3
MV_207,NHM Vienna,20230209,NMW 22737,Sus scrofa,Wurde im Mai 2018 entfettet; Sammler/Erweb: G. Schobesberger leg. et don.  ,,,1975,Austria,Lower Austria,"Strasse von Hundsheim mach Wolfsthal, PB Bruck a.d. Leitha, GB Hainburgh/Donau",,light coloured and flaky on some teeth,,20230816,0.025,FALSE,16.8,20230824,20,6.02E+07,20230920_7-7,12,11,1.54E+10,Pool B,3
MV_208,NHM Vienna,20230209,NMW 57731,Sus scrofa,Wiedenroth Gustav ,male,,1997,Austria,Lower Austria,Falkenstein,,light coloured and flaky,,20230816,0.016,FALSE,12.3,20230824,20,3.82E+08,20230920_7-7,12,11,3.07E+10,Pool B,3
MV_209,NHM Vienna,20230209,NMW 65992,Sus scrofa,Wiedenroth Gustav ,male,,2003,Austria,Lower Austria,Falkenstein,,light coloured and flaky,,20230816,0.023,FALSE,18.3,20230824,20,1.24E+08,20230920_7-7,12,11,4.62E+10,Pool A,3
MV_210,NHM Vienna,20230209,NMW 73432,Sus scrofa,Friedrich Holzinger leg. ,male,immature,2017,Austria,Lower Austria,"Purkersdorf, Sankt Poelten",,light coloured and flaky on some teeth,,20230816,0.018,FALSE,18.7,20230824,20,2.27E+08,20230920_7-7,12,11,3.84E+10,Pool B,2
MV_211,NHM Vienna,20230209,NMW 68589,Sus scrofa,Guenter Schobesberger leg. et don.; ID: 76451 ,male,adult,2009,Austria,Lower Austria,"Gaenserndorf, Stopfenreuth",,light coloured and flaky on some teeth,,20230816,0.019,FALSE,31.5,20230824,20,8.51E+08,20230920_7-7,12,11,4.77E+10,Pool A,3
MV_212,NHM Vienna,20230209,NMW 1306,Sus scrofa,Hietzing W. ,male,,1903,Austria,Vienna,Lainzer Tiergarten,,white,,20230828,0.017,FALSE,10.7,20230830,20,2.00E+08,20230920_7-7,12,11,4.01E+10,Pool B,2
MV_213,NHM Vienna,20230209,NMW 8807,Sus scrofa,Wurde im Aug. 2017 entfettet; Kauf am Schlachthof durch Urschuetz 10.11.'62; ID: 65705 ,,,1962,Austria,Burgenland,,,white,,20230816,0.01,FALSE,5.56,20230824,20,8.17E+06,20230920_7-7,12,11,4.56E+10,Pool A,3
MV_214,NHM Vienna,20230209,NMW 22757,Sus scrofa,Sammler/Erwerb: Dr. K. Bauer leg. et don. ,,,1954,Austria,Burgenland,"Verlandsungszone des Neusiedler-sees, S Jois, GB+PB Neusiedl/See",,,,20230816,0.016,FALSE,19,20230824,20,4.26E+08,20230920_7-7,12,11,8.78E+10,Pool A,3
MV_215,NHM Vienna,20230209,NMW 34293,Sus scrofa,Sammler/Erwerb: HR i. R. Dr. Schoenmann leg. et don. ,female,,1986,Austria,Vienna,"Lainzer Tiergarten, Johannserkogel",,white,,20230816,0.018,FALSE,20,20230824,20,5.35E+07,20230920_7-7,12,11,1.86E+10,Pool B,3
MV_216,NHM Vienna,20230209,NMW 73431,Sus scrofa,Lukas Zangl leg. ,female,immature,2016,Austria,Burgenland,"Unterwart, Oberwart",,,small amount,20230816,0.01,FALSE,4.4,20230824,20,1.13E+08,20230920_7-7,12,11,3.10E+10,Pool B,3
MV_219,NHM Vienna,20230210,NMW 6026,Muntiacus muntjak,Sammler/Erwerb: Prof. H. A. Bernatzik leg. et don. ,male,,1932,Indonesia,Bali,,,,small amount,20230613,0.011,FALSE,0.454,20230619,20,1.03E+06,20230622,18,11,1.48E+06,,
MV_223,NHM Vienna,20230210,NMW 532,Muntiacus muntjak,Sammler/Erwerb: von Notar C. F. Bruch/Verm J. J. Heckel gek. (AV 1838/III/1) ,male,,1838,Indonesia,Java,,,,,20230609,0.015,FALSE,4.08,20230613,20,1.10E+06,20230616,18,10,1.57E+10,Pool B,3
MV_226,NHM Vienna,20230210,NMW 6024,Muntiacus muntjak,Sammler/Erwerb: Prof. H. A. Bernatzik leg. et don. ,male,,1932,Indonesia,Bali,,,,,20230609,0.025,FALSE,14.4,20230613,20,3.74E+05,20230622,18,11,1.53E+06,,
MV_227,NHM Vienna,20230213,NMW 7536,Camelus dromedarius,"J. Szombathy don an Anthrop. Abt., von dort erhalten (AV 1890/11/6 - Camelus arabicus) ",male,,1890,Turkey?,Asia minor,,,,,20230608,0.023,FALSE,6.55,20230613,20,5.62E+05,20230622,18,11,3.53E+08,Pool D,5
MV_228,NHM Vienna,20230213,NMW 612,Camelus dromedarius,"F. Siebenrock leg., Pola-Expedition 1896/96 ",male,,1896,Jordan,Red sea,Akabah,,white and brown,,20230608,0.024,FALSE,31.3,20230613,20,5.85E+05,20230622,18,11,1.80E+06,,
MV_229,NHM Vienna,20230213,NMW 5027,Hippopotamus amphibius,E.A.Zwilling ,male,,1934,Cameroon,,,,,"very hard to sample, lots of tooth fragmen",20230613,0.029,FALSE,3.79,20230619,20,2.06E+06,20230621,18,12,6.80E+10,Pool A,3
MV_230,NHM Vienna,20230213,NMW 643,Hippopotamus amphibius, ,male,,1899,Mozambique,,,,,"dirty looking skull, may contain lots of soil",20230613,0.027,FALSE,4.15,20230619,20,5.04E+05,20230621,18,12,1.22E+09,Pool C,4
MV_231,NHM Vienna,20230213,NMW 21004,Hippopotamus amphibius,"Ing. A. Hetzer (Reise A. Hetzer, E. Hetzer, O. v. Hirschberg, und K. Hofer) ",male,,1913,Sudan,Upper Nile province,Bahr el Djebel,,,,20230608,0.02,FALSE,5.69,20230613,20,3.32E+06,20230616,18,10,1.05E+10,Pool C,4
MV_232,NHM Vienna,20230213,NMW 3709,Marmota marmota,"S127: 47 15'N, 13 37' E, 1500m, Smmler/Erwerb: A. Waibl leg., ex. Coll. O. Wettstein, (*) OW gab auf Ett. und in Wettstein 1927 irruemlich Lungau, ""Steiermark"" an; ",male,,1925,Austria,Salzburg,"Lessachtal, Gem. Lessach, GB Tamsweg",,,pooled,20230703,0.013,FALSE,5.38,20230706,20,7.60E+08,20230818,18,11,6.28E+10,Pool A,3
MV_232,NHM Vienna,20230213,NMW 3711,Marmota marmota,"S127: 47 15'N, 13 37' E, 1500m, Smmler/Erwerb: A. Waibl leg., ex. Coll. O. Wettstein, (*) OW gab auf Ett. und in Wettstein 1927 irruemlich Lungau, ""Steiermark"" an; ",male,,1925,Austria,Salzburg,"Lessachtal, Gem. Lessach, GB Tamsweg",,,pooled,20230703,0.013,FALSE,5.38,20230706,20,7.60E+08,20230818,18,11,6.28E+10,Pool A,3
MV_234,NHM Vienna,20230213,NMW 31540,Marmota marmota,KR 475; Schw 160; HF 91; O 32: Gew (inunteligible); Dipl-Ing. Nelbock leg et don (No 18) ,male,,1980,Austria,Carinthia,"Jagdrevier v. Dipl.-Ing. Nelbock-Hochstetter, Obere Wolayer-Alm",,,pooled,20230703,0.012,FALSE,31.4,20230706,20,4.45E+08,20230818,18,11,5.28E+09,Pool C,2
MV_234,NHM Vienna,20230213,NMW 31542,Marmota marmota,H-G Wiedenroth leg. Dipl-Ing. H. Nelbock don (No. 17) ,male,,1980,Austria,Carinthia,"Jagdrevier v. Dipl.-Ing. Nelbock-Hochstetter, Obere Wolayer-Alm",,,pooled,20230703,0.012,FALSE,31.4,20230706,20,4.45E+08,20230818,18,11,5.28E+09,Pool C,2
MV_236,NHM Vienna,20230214,NMW 31543,Marmota marmota,Dipl.-Ing. Nelboeck leg. et don. (No. 28) ,male,,1980,Austria,Carinthia,"Jagdrevier v. Dipl.-Ing. Nelbock-Hochstetter, Obere Wolayer-Alm",,,pooled,20230703,0.012,FALSE,5.07,20230706,20,2.68E+07,20230818,18,11,3.58E+08,Pool D,5
MV_236,NHM Vienna,20230214,NMW 31541,Marmota marmota,"H. G. Hiedenroth leg., Dipl.-Ing. Nelbock don. (No. 24) ",male,,1980,Austria,Carinthia,"Jagdrevier v. Dipl.-Ing. Nelbock-Hochstetter, Obere Wolayer-Alm",,,pooled,20230703,0.012,FALSE,5.07,20230706,20,2.68E+07,20230818,18,11,3.58E+08,Pool D,5
MV_238,NHM Vienna,20230214,NMW 43386,Marmota marmota,"Johann Grabmaier leg., K. Bauer don.; KBC 64 ",male,,1920,Austria,Styria,"Wildfeld, Gem. Kalwang",,,pooled,20230608,0.024,FALSE,5.01,20230613,20,9.02E+05,20230622,18,11,1.48E+06,,
MV_238,NHM Vienna,20230214,NMW 43385,Marmota marmota,"Johann Grabmaier leg., K. Bauer don.; KBC 63 ",male,,1920,Austria,Styria,"Wildfeld, Gem. Kalwang",,,pooled,20230608,0.024,FALSE,5.01,20230613,20,9.02E+05,20230622,18,11,1.48E+06,,
MV_242,NHM Vienna,20230215,NMW 4352:1,Marmota marmota,"T147: 47 01'N, 11 17'E, 1980m; Sammler/Erwerb: Dr. O. Wettstein leg. et don.; Publikation: Wttstein 1927:142 ",male,,1921,Austria,Tyrol,"Traulalm, Gem. Gschnitz",,,pooled,20230608,0.011,FALSE,3.67,20230613,20,1.51E+06,20230622,18,11,1.89E+06,,
MV_242,NHM Vienna,20230215,NMW 4352:2,Marmota marmota,"T147: 47 01'N, 11 17'E, 1980m; Sammler/Erwerb: Dr. O. Wettstein leg. et don.; Publikation: Wttstein 1927:142 ",male,,1921,Austria,Tyrol,"Traulalm, Gem. Gschnitz",,,pooled,20230608,0.011,FALSE,3.67,20230613,20,1.51E+06,20230622,18,11,1.89E+06,,
MV_244,NHM Vienna,20230215,NMW 3689,Marmota marmota,Wettstein Otto ,male,,1917,Austria,Tyrol,Gschnitz,,,pooled,20230613,0.011,FALSE,3,20230619,20,2.48E+06,20230621,18,12,2.05E+09,Pool C,4
MV_244,NHM Vienna,20230215,NMW 3710,Marmota marmota,"T148: 47 00'N, 11 20'E, 1600 m; Sammler/Erwerb: Dr. O. Wettstein leg. et don.; Publikation: Wettstein 1927:142 ",male,,1917,Austria,Tyrol,"Sandestal, Gem. Gschnitz, Innsbruck",,,pooled,20230613,0.011,FALSE,3,20230619,20,2.48E+06,20230621,18,12,2.05E+09,Pool C,4
MV_245,NHM Vienna,20230215,NMW 64159,Marmota marmota,Preuleuthner Dr. Monika ,male,,1995,Austria,Carinthia,Heiligenblut,,,"pooled, still small amount",20230703,0.01,FALSE,12,20230706,20,5.19E+08,20230818,18,11,1.99E+10,Pool B,3
MV_245,NHM Vienna,20230215,NMW 64158,Marmota marmota,Preuleuthner Dr. Monika ,male,,1995,Austria,Carinthia,Heiligenblut,,,"pooled, still small amount",20230703,0.01,FALSE,12,20230706,20,5.19E+08,20230818,18,11,1.99E+10,Pool B,3
MV_247,NHM Vienna,20230215,NMW 4734,Papio anubis,Coll. E. A. Zwilling ,male,,1934,Cameroon,Tibati district,,,red-brown,somewhat dirty looking skull,20230809,0.011,FALSE,52,20230815,20,5.79E+09,20230905,12,11,7.18E+09,Pool C,2
MV_259,NHM Vienna,20230220,NMW 1489,Acrocodia indica,"Consul Schild, Padang don. August 1904 (AV 1904/III/2 - ohne naehere Spezifikation) ",,,1904,Indonesia,,,,,,20230613,0.027,FALSE,5.64,20230619,20,6.61E+04,20230622,18,11,1.45E+06,,
MV_261,NHM Vienna,20230220,NMW 1488,Acrocodia indica,Consul Schild ,,,1904,Indonesia,Sumatra,,,,,20230608,0.024,FALSE,4.33,20230620,20,3.69E+03,,,,,,
MV_281,NHM Vienna,20230221,NMW 4279,Diceros bicornis,Eduard Graf Wichenburg leg. et don. ,,,1898,Somaliland,,,,,,20230626,0.024,FALSE,0.972,20230628,20,2.33E+08,20230724,18,11,9.43E+10,Pool A,3
MV_282,NHM Vienna,20230221,NMW 4291/ST320,Diceros bicornis,"Ogaden Meni, Somaliland Aug 1897 Eduard Graf Wickenburg leg et don",female,adult,1897,Somalia,,,,,,20230814,0.019,FALSE,0.357,20230821,20,7.76E+07,20230908,12,11,3.18E+10,Pool B,3
MV_283,NHM Vienna,20230221,NMW 3086/ST318,Ceratotherium simum,"Lado enclave (?) Sudan, Afrika P Cotton leg Ph Oberlander (in London) erworben et don (nicht im AV)",male,,1894,Sudan,,,,,most enamel broken off/ little calculus,20230627,0.016,FALSE,0.427,20230629,20,3.97E+06,20230720,12,10,8.14E+09,Pool C,4
MV_284,NHM Vienna,20230222,NMW 2311,Ovis ammon,Dr. G. v. Almasy leg. (*); Kauf (AV 1996/VII) ,female,,1900,Kyrgyzstan,Tjan Shan,"Bel Karasu, Nordhang d. chrebet Saryzhas",,,metallic sheen,20230626,0.021,FALSE,9.14,20230628,20,2.52E+06,20230920_remainder,12,11,1.80E+10,Pool B,3
MV_285,NHM Vienna,20230222,NMW 18802,Ovis ammon,Ovis ammon karelini; leg.: G. Almasy 1900 (Nachlass Dipl. Ing. Tippmann) ,,,1900,Kyrgyzstan,Tjan Shan,"Cherebet Saryzhas, E-Teil des Terskej Alatau",,,metallic sheen,20230626,0.027,FALSE,8.36,20230628,20,6.28E+05,20230920_remainder,12,11,5.23E+10,Pool A,3
MV_286,NHM Vienna,20230222,NMW 2309/B 4888,Ovis ammon,Dr. G. v. Almasy leg. (*); Kauf (AV 1996/VII) ,female,,1900,Kyrgyzstan,Tjan Shan,"Bel Karasu, Nordhang d. chrebet Saryzhas",,,enamel chipping off,20230626,0.023,FALSE,34,20230628,20,1.24E+08,20230724,18,11,7.94E+10,Pool A,3
MV_287,NHM Vienna,20230222,NMW 2313,Ovis ammon,"Ernst Graf Hoyos-Sprinzenstein leg. et don. (AV 1911/V/(2)), am oberen Karai-chat zw. Ulan Daba/Ulaan Davaa und Suok/Sailjugem-Gebirge, Bayan-Oelgiy aimak, (W)Mongolia, China ",male,,1911,Mongolia,Bayan-Ölgii,,,,enamel chipping off,20230626,0.015,FALSE,11.2,20230628,20,5.05E+08,20230724,18,11,2.99E+10,Pool B,3
MV_288,NHM Vienna,20230222,NMW 2312/B 4894,Ovis ammon,Dr. G. v. Almasy leg. (*); Kauf (AV 1996/VII) ,male,,1900,Kyrgyzstan,Tjan Shan,"Csilun, E Terskej Alatau",,,,20230801,0.012,FALSE,2.37,20230810,20,1.17E+08,20230908,12,11,1.55E+07,Pool D,5
MV_290,NHM Vienna,20230222,nicht invent. 1973/HR 85,Ovis ammon,Liniebschiffskapitaen K. Edl. V. Pfluegl (AV 1910/II/4) ,male,,1910,China,,Mountains west of Beijing,,,a bit dubious - dirty looking skull,20230816,0.02,FALSE,11.6,20230824,20,7.74E+08,20230908,12,11,1.01E+09,Pool C,4
MV_291,NHM Vienna,20230222,NMW 2296/B 4895,Ovis ammon,G. v. Almasy leg. (*); Kauf 1906 (AV 1906/VII) ,male,,1900,Kyrgyzstan,Tjan Shan,"Mokatschi(-basi), chrebet Saryzhas",,,enamel chipping off,20230801,0.015,FALSE,14,20230810,20,2.83E+08,20230908,12,11,2.06E+10,Pool B,3
MV_292,NHM Vienna,20230222,NMW 2297,Ovis ammon,Coll. Almasy-Summer (Kauf; AV/1906/VII) ,male,,1900,Kyrgyzstan,,Katschka Tor (Pass),,,,20230801,0.009,FALSE,1.85,20230810,20,4.41E+08,20230908,12,11,5.53E+10,Pool A,3
RB_005,RBINS,20230316,9701,Hippopotamus amphibius,Sect Watalinga P.N.A. Kivu CB entre 20.VIII.1948 ,female,,1948,Congo (DR),,,,,,20230608,0.026,FALSE,13.9,20230613,20,1.48E+05,20230622,18,11,2.63E+07,Pool D,5
RM_028,RMCA,20230322,1983.006-M-0489,Cephalophus silvicultor,Collector: Colyn ,?,M1,1982,Congo (DR),,Tshopo,,,,20230614,0.014,FALSE,1.86,20230620,20,3.07E+06,20230622,18,11,2.72E+10,Pool B,3
RM_029,RMCA,20230322,1983.006-M-0495,Cephalophus silvicultor,Collector: Colyn ,?,M3P4,1982,Congo (DR),,Tshopo,,, ,20230614,0.014,FALSE,2.04,20230620,20,1.30E+06,20230622,18,11,5.19E+08,Pool D,5
RM_031,RMCA,20230323,1983.006-M-0492,Cephalophus silvicultor,Collector: Colyn ,?,M2,1978,Congo (DR),,Tshopo,,,some bone dust,20230627,0.027,FALSE,6.79,20230629,20,1.17E+09,20230906,12,11,1.20E+11,Pool A,2
RM_032,RMCA,20230323,1983.006-M-0490,Cephalophus silvicultor,Collector: Colyn ,male,M3,1982,Congo (DR),,Tshopo,,,,20230627,0.015,FALSE,6.27,20230629,20,3.72E+08,20230906,12,11,5.19E+10,Pool A,3
RM_033,RMCA,20230323,1983.006-M-0493,Cephalophus silvicultor,Collector: Colyn ,?,M3,1979,Congo (DR),,Tshopo,,,,20230627,0.022,FALSE,4.77,20230629,20,2.07E+08,20230906,12,11,7.37E+10,Pool A,3
RM_034,RMCA,20230323,1983.006-M-0494,Cephalophus silvicultor,Collector: Colyn ,female,M3,1981,Congo (DR),,Tshopo,,,,20230627,0.023,FALSE,10.5,20230629,20,2.02E+08,20230720,12,10,2.01E+11,Pool A,2
RM_035,RMCA,20230323,1983.006-M-0496,Cephalophus silvicultor,Collector: Colyn ,?,M2,1979,Congo (DR),,Tshopo,,,,20230629,0.012,FALSE,5.24,20230704,20,1.70E+08,20230906,12,11,5.05E+10,Pool A,3
RM_039,RMCA,20230323,1989.024-M-0013,Cephalophus silvicultor,Collector: Colyn ,male,M3P4,1983,Congo (DR),,Tshopo,,,,20230629,0.018,FALSE,2.14,20230704,20,6.63E+07,20230906,12,11,3.35E+10,Pool B,2
RM_040,RMCA,20230323,1989.024-M-0014,Cephalophus silvicultor,Collector: Colyn ,male,M3P4,1983,Congo (DR),,Tshopo,,,,20230629,0.017,FALSE,3.88,20230831,20,2.83E+08,20230906,12,11,8.23E+10,Pool A,3
RM_041,RMCA,20230323,1989.024-M-0012,Cephalophus silvicultor,Collector: Colyn ,female,M3P2,1982,Congo (DR),,Lubutu,,,,20230629,0.012,FALSE,1.61,20230831,20,2.82E+08,20230906,12,11,1.17E+11,Pool A,2
RM_042,RMCA,20230323,1989.024-M-0011,Cephalophus silvicultor,Collector: Colyn ,male,M3P4,1981,Congo (DR),,Lubutu,,,,20230629,0.011,FALSE,5.3,20230831,20,3.09E+08,20230906,12,11,5.89E+10,Pool A,3
RM_043,RMCA,20230323,4260,Cephalophus silvicultor,Collector: Christy ,male,M3,1914,Congo (DR),,Poko,,,,20230629,0.021,FALSE,1.17,20230831,20,7.67E+07,20230906,12,11,2.56E+10,Pool B,3
RM_044,RMCA,20230323,685,Cephalophus silvicultor,Collector: Nahan ,?,M2,1919 (received),Congo (DR),,Banalia,,,,20230703,0.016,FALSE,1.86,20230706,20,1.15E+08,20230818,18,11,6.86E+10,Pool A,3
RM_045,RMCA,20230323,223,Cephalophus silvicultor,Collector: Weyns ,?,M3,1899 (received),Congo (DR),,Tshopo,lower jaw spongy bone deformation,,,20230703,0.014,FALSE,1.46,20230706,20,1.58E+08,20230818,18,11,1.30E+10,Pool B,3
RM_046,RMCA,20230323,895,Cephalophus silvicultor,Collector: Mac Donald ,?,M3,1911 (received),Congo (DR),,Katanga,,,,20230703,0.014,FALSE,4,20230706,20,1.28E+08,20230818,18,11,3.92E+10,Pool B,2
RM_048,RMCA,20230323,2438,Cephalophus silvicultor,Collector: Perlo ,female,M3,1913 (received),Congo (DR),,Bobandamana,broken/decaying tooth? (photo),,,20230703,0.018,FALSE,5.49,20230706,20,2.67E+08,20230818,18,11,4.02E+10,Pool B,2
RM_050,RMCA,20230323,2752,Cephalophus silvicultor,Collector: Maes ,?,M3P4,1914 (received),Congo (DR),,Oshwe,deformed tooth socket?,,,20230710,0.015,FALSE,1.95,20230712,20,1.64E+08,20230818,18,11,5.74E+10,Pool A,3
RM_054,RMCA,20230324,11270,Cephalophus silvicultor,Collector: de l'Epine ,?,M3,1931 (received),Rwanda,,?,,,,20230717,0.011,FALSE,2.22,20230721,20,1.11E+07,20230920_3-3,10,14,1.59E+05,,
RM_055,RMCA,20230324,18514,Cephalophus silvicultor,Collector: Jobaert ,female,M3,1948,Congo (DR),,Luenga riv,,,,20230717,0.014,FALSE,1.69,20230721,20,2.43E+08,20230920_3-3,10,11,2.07E+09,Pool C,4
RM_056,RMCA,20230324,17574,Cephalophus silvicultor,Collector: Vleeschouwers ,male,M3P4,1940,Congo (DR),,Kionzo,,,,20230717,0.02,FALSE,1.79,20230721,20,1.11E+08,20230920_3-3,10,11,1.35E+07,Pool D,5
RM_057,RMCA,20230324,18515,Cephalophus silvicultor,Collector: Jobaert ,male,M3,1948,Congo (DR),,Lubi,,,not enough?,20230717,0.009,FALSE,3.48,20230721,20,2.51E+08,20230920_3-3,10,11,3.06E+09,Pool C,4
RM_060,RMCA,20230324,19175,Cephalophus silvicultor,Collector: De Riemaecker ,male,M3,1938,Congo (DR),,Panzi,,,,20230717,0.01,FALSE,13.4,20230721,20,1.04E+09,20230920_3-3,10,11,6.64E+09,Pool C,2
RM_063,RMCA,20230324,1784,Piliocolobus foai,Collector: Pilette ,male,M3,1912,Congo (DR),,Kokola Kokobo,,,,20230609,0.025,FALSE,2.82,20230620,20,3.37E+06,20230622,18,11,3.13E+10,Pool B,3
RM_063,RMCA,20230324,1785,Piliocolobus foai,Collector: Pilette ,male,M3,1912,Congo (DR),,Kokola Kokobo,,,,20230609,0.025,FALSE,2.82,20230620,20,3.37E+06,20230622,18,11,3.13E+10,Pool B,3
RM_063,RMCA,20230324,1786,Piliocolobus foai,Collector: Pilette ,male,M3,1912,Congo (DR),,Kokola Kokobo,,,,20230609,0.025,FALSE,2.82,20230620,20,3.37E+06,20230622,18,11,3.13E+10,Pool B,3
RM_064,RMCA,20230324,1841,Piliocolobus foai,Collector: Christy ,male,M3,1913,Congo (DR),,Mawambi,,,,20230707,0.019,FALSE,14.6,20230712,20,1.14E+09,20230720,12,10,7.20E+10,Pool A,3
RM_066,RMCA,20230324,1802,Piliocolobus foai,Collector: Pilette ,male,M3,1912,Congo (DR),,Kokoba,,,,20230707,0.013,FALSE,1.07,20230712,20,1.65E+08,20230720,12,10,2.74E+10,Pool B,3
RM_067,RMCA,20230324,1846,Piliocolobus foai,Collector: Christy ,?,M3,1913,Congo (DR),,Mawambi,,,,20230609,0.012,FALSE,3.38,20230620,20,1.73E+05,20230622,18,11,1.86E+06,,
RM_070,RMCA,20230324,1983.006-M-0309,Piliocolobus foai,Collector: Colyn ,female,M3,1981,Congo (DR),,Tshopo,,,,20230719,0.024,FALSE,1.8,20230801,20,9.03E+08,20230905,12,11,2.61E+09,Pool C,4
RM_071,RMCA,20230324,1983.006-M-0306,Piliocolobus foai,Collector: Colyn ,female,M3,1982,Congo (DR),,Tshopo,,,,20230719,0.012,FALSE,4.66,20230801,20,5.04E+08,20230905,12,11,2.74E+10,Pool B,3
RM_071,RMCA,20230324,1983.006-M-0307,Piliocolobus foai,Collector: Colyn ,female,M3,1982,Congo (DR),,Tshopo,,,,20230719,0.012,FALSE,4.66,20230801,20,5.04E+08,20230905,12,11,2.74E+10,Pool B,3
RM_072,RMCA,20230324,1983.006-M-0312,Piliocolobus foai,Collector: Colyn ,female,M3,1981,Congo (DR),,Tshopo,,,,20230719,0.014,FALSE,3.34,20230801,20,8.50E+08,20230905,12,11,4.47E+10,Pool B,2
RM_072,RMCA,20230324,1983.006-M-0329,Piliocolobus foai,Collector: Colyn ,female,M2,1981,Congo (DR),,Tshopo,,,,20230719,0.014,FALSE,3.34,20230801,20,8.50E+08,20230905,12,11,4.47E+10,Pool B,2
RM_073,RMCA,20230324,1983.006-M-0394,Piliocolobus foai,Collector: Colyn ,male,M3,1981,Congo (DR),,Tshopo,,,,20230719,0.018,FALSE,1.48,20230801,20,4.74E+08,20230905,12,11,1.04E+11,Pool A,2
RM_073,RMCA,20230324,1983.006-M-0393,Piliocolobus foai,Collector: Colyn ,male,M3,1981,Congo (DR),,Tshopo,,,dusty white powder covering skull,20230719,0.018,FALSE,1.48,20230801,20,4.74E+08,20230905,12,11,1.04E+11,Pool A,2
RM_074,RMCA,20230324,1983.006-M-0397,Piliocolobus foai,Collector: Colyn ,male,M3,1982,Congo (DR),,Tshopo,,,,20230719,0.015,FALSE,2.28,20230801,20,3.60E+08,20230905,12,11,5.67E+10,Pool A,3
RM_074,RMCA,20230324,1983.006-M-0399,Piliocolobus foai,Collector: Colyn ,male,M3,1982,Congo (DR),,Tshopo,,,,20230719,0.015,FALSE,2.28,20230801,20,3.60E+08,20230905,12,11,5.67E+10,Pool A,3
RM_079,RMCA,20230327,1983.006-M-0391,Piliocolobus foai,Collector: Colyn ,female,M2,1981,Congo (DR),,Tshopo,,,,20230719,0.013,FALSE,3.55,20230721,20,6.53E+08,20230920_3-3,10,11,1.61E+10,Pool B,3
RM_082,RMCA,20230327,1983.006-M-0408,Piliocolobus foai,Collector: Colyn ,male,M3,1981,Congo (DR),,Tshopo,,,,20230809,0.022,FALSE,9.5,20230815,20,1.19E+09,20230907,12,11,8.72E+10,Pool A,3
RM_083,RMCA,20230327,1983.006-M-0407,Piliocolobus foai,Collector: Colyn ,male,M3,1981,Congo (DR),,Tshopo,,,,20230809,0.021,FALSE,2.27,20230815,20,7.39E+08,20230907,12,11,6.69E+10,Pool A,3
RM_085,RMCA,20230327,1983.006-M-0412,Piliocolobus foai,Collector: Colyn ,male,M3,1979,Congo (DR),,Tshopo,,,glue,20230809,0.023,FALSE,1.78,20230830,20,7.59E+07,20230920_7-7,12,11,2.40E+10,Pool B,3
RM_085,RMCA,20230327,1983.006-M-0424,Piliocolobus foai,Collector: Colyn ,male,M3,1979,Congo (DR),,Tshopo,,,glue,20230809,0.023,FALSE,1.78,20230830,20,7.59E+07,20230920_7-7,12,11,2.40E+10,Pool B,3
RM_086,RMCA,20230327,1983.006-M-0444,Piliocolobus foai,Collector: Colyn ,male,M3,1981,Congo (DR),,Tshopo,,,,20230809,0.019,FALSE,2.84,20230815,20,2.69E+08,20230907,12,11,7.35E+10,Pool A,3
RM_088,RMCA,20230327,1983.006-M-0446,Piliocolobus foai,Collector: Colyn ,male,M3,1979,Congo (DR),,Tshopo,,,enamel chipping a lot,20230809,0.017,FALSE,1.65,20230815,20,2.42E+08,20230907,12,11,9.48E+10,Pool A,3
RM_089,RMCA,20230327,1211,Piliocolobus foai,Collector: Grauer ,?,M2,<1912,Congo (DR),,Beni,,,,20230809,0.016,FALSE,13.4,20230815,20,2.87E+08,20230907,12,11,2.10E+08,Pool D,5
