Ext.ID	Museum	Sampling.date	Catalogue.accession	Species	Collection.notes	Sex	Age	Year	Country	Region	Locality	Oral.health	Appearance	Sampling.comments	Ext.Date	Sample.weight.g.	Pigmented_extract	Qubit.concentration.ng.ul.	LP.date	Extract.vol.used	LP.copies	Ind.date	LP.vol.used	Ind.cycles	Ind.copies	Pool	Pooled.volume.ul.	Common.name	habitat.general	order	Species_Lintulaakso_et_al	diet_cluster_name	diet_quality	cp	ee	cf	ash	nfe	calculated_species_main_diet	merged_count	unmapped_count	mapped_count	host_count	human_count	phix_count	submitted_F_avlength	submitted_R_avlength	merged_avlength	unmapped_avlength	mapped_avlength	perc_unique	p_OralH	p_OralMM	p_OralTM	p_Rumen	p_Sediment.Soil	p_Skin	p_Unknown	submitted_count	is.blank	failed.repeated	combined.sample	Sample.weight.mg	Age_approximated	DNA_output_ug	DNA_input_ug	bc_output_copies	bc_input_copies	ind_output_copies	efficiency	exp_ind_copies	PC1	PC2	PC1_scaled	PC2_scaled	diet_category
MV_135	NHM Vienna	20230220	NMW 57799	Rupicapra rupicapra	Großarl, S 7 Jan 1974 Salzburg Ernst H.	?	0.49	1974	Austria						20230814	0.012	FALSE	1.13	20230821	10	63800000	20230908	12	11	2.17e+10	Pool B	3	Chamois	Terrestrial	Artiodactyla	Rupicapra rupicapra	Browser-Grazer	4.6	14.41832	3.12154	23.39875	11.61744	47.44395	Herbivore	3520218	3040454	479764	443437	36327	0	58.0635394280984	53.7248694424441	46.82637580968	46.5098248485259	48.8324843047832	95.8539623236207	23.8646	0.4131	33.2881	0.9682	5.598	13.5739	22.2941	3527180	FALSE	FALSE	FALSE	12	FALSE	0.05085	0.0113	2.552e+09	765600000	4.34e+11	0.779578184421213	65847239854.6174	-4.63257055703509	-2.66364306181271	-0.182639740213766	-0.380267753947962	Herbivore
MV_136	NHM Vienna	20230220	NMW 72553	Rupicapra rupicapra	Köflach, Voitsberg, Steiermark, Osterreich 2016/3/18 Eva Stangl leg, Universitat Graz via		0.07	2016	Austria						20230814	0.019	TRUE	13.2	20230821	10	19400000	20230908	12	11	8.36e+08	Pool D	5	Chamois	Terrestrial	Artiodactyla	Rupicapra rupicapra	Browser-Grazer	4.6	14.41832	3.12154	23.39875	11.61744	47.44395	Herbivore	1981410	1593651	387759	384219	3540	0	63.2608088804837	63.0287297930771	56.0998758459885	56.0372641186809	56.3572012512927	92.4697170758772	25.7914	0.4048	31.0846	9.3617	1.645	3.6222	28.0903	1988180	FALSE	FALSE	FALSE	19	FALSE	0.594	0.132	7.76e+08	232800000	1.672e+10	0.474858310672259	20022514940.1188	-4.63257055703509	-2.66364306181271	-0.182639740213766	-0.380267753947962	Herbivore
MV_137	NHM Vienna	20230220	NMW 6095	Rupicapra rupicapra	Sonnleitein, Klostertail, Gem. Gutenstein, Niederosterreich 6 Mara 1929 Forstrerwaltung Gutenstein (Hoyos-Springstein)	female	0.94	1929	Austria						20230814	0.035	TRUE	9.85	20230821	5	805000	20230920_remainder	12	14	3.11e+10	Pool B	3	Chamois	Terrestrial	Artiodactyla	Rupicapra rupicapra	Browser-Grazer	4.6	14.41832	3.12154	23.39875	11.61744	47.44395	Herbivore	91360	53234	38126	37465	661	0	62.8844697779869	62.5341254224237	55.9258756567426	53.6946500356915	59.0412054765777	92.5305856183428	0	0	5.2632	0	0	0	94.7368	93508	FALSE	FALSE	FALSE	35	FALSE	0.44325	0.04925	32200000	9660000	6.22e+11	1.20539639995566	2799712322.35644	-4.63257055703509	-2.66364306181271	-0.182639740213766	-0.380267753947962	Herbivore
MV_138	NHM Vienna	20230220	NMW 29569	Rupicapra rupicapra	Bärenleitenkogel, Gem. Gaming, Niederosterreich 23 Feb 1980 G Schobesberger leg Forstr. Rothschild don	female	0.43	1980	Austria				large plaques	very dirty	20230816	0.029	FALSE	22	20230824	20	6.29e+08	20230908	12	11	3720000		NA	Chamois	Terrestrial	Artiodactyla	Rupicapra rupicapra	Browser-Grazer	4.6	14.41832	3.12154	23.39875	11.61744	47.44395	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	29	FALSE	0.99	0.44	2.516e+10	7.548e+09	74400000	-0.34292820981977	649183602955.398	-4.63257055703509	-2.66364306181271	-0.182639740213766	-0.380267753947962	Herbivore
MV_139	NHM Vienna	20230220	NMW 29571	Rupicapra rupicapra	Bärwiesbaden S Sperriedl, Gem Gaming, Niederosterreich 15 April 1980 (6 Sch 5) G Schobesberger leg F.verw Rotschild don. 	female	0.43	1980	Austria						20230814	0.014	FALSE	26	20230821	10	86400000	20230908	12	11	9.67e+09	Pool C	4	Chamois	Terrestrial	Artiodactyla	Rupicapra rupicapra	Browser-Grazer	4.6	14.41832	3.12154	23.39875	11.61744	47.44395	Herbivore	4743945	4603008	140937	109128	31809	0	57.4806982262529	55.897546696345	48.4769785484444	48.7621294596924	39.1249210640215	92.8794363396076	24.378	0.3971	36.0058	0.774	5.2152	6.8725	26.3575	4747802	FALSE	FALSE	FALSE	14	FALSE	1.17	0.26	3.456e+09	1036800000	1.934e+11	0.608543692094205	89172437671.4568	-4.63257055703509	-2.66364306181271	-0.182639740213766	-0.380267753947962	Herbivore
MV_140	NHM Vienna	20230220	NMW 29570	Rupicapra rupicapra	Über d Wasserböndl, E Dürrenstein-Massiv Gem Gaming, NÖ 13 April 1980 G Schobesberger leg F.verw Rotschild don. 	female	0.43	1980	Austria					enamel easily breaks	20230816	0.013	FALSE	3.5	20230824	20	1.99e+08	20230920_7-7	12	11	4.15e+10	Pool B	2	Chamois	Terrestrial	Artiodactyla	Rupicapra rupicapra	Browser-Grazer	4.6	14.41832	3.12154	23.39875	11.61744	47.44395	Herbivore	10209423	9861953	347470	231647	115823	0	60.2520537676056	53.7530329194644	46.3834794581437	47.4058308734588	32.9454916971249	96.3237110596896	20.2437	0.3847	42.1613	1.6081	3.8256	12.2184	19.5582	10239474	FALSE	FALSE	FALSE	13	FALSE	0.1575	0.07	7.96e+09	2.388e+09	8.3e+11	0.702174103946317	205385591396.064	-4.63257055703509	-2.66364306181271	-0.182639740213766	-0.380267753947962	Herbivore
MV_143	NHM Vienna	20230220	NMW 5552	Giraffa camelopardalis	 	female	1.07	1916	Sudan						20230713	0.03	TRUE	5.76	20230719	20	54300000	20230905	12	11	318000		NA	Giraffe	Terrestrial	Artiodactyla	Giraffa camelopardalis	Browser	5	11.3339	3.13823	25.58103	5.57323	54.37362	Frugivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	30	FALSE	0.2592	0.1152	2.172e+09	651600000	6360000	-0.343514565887023	56042400064.3531	-11.9615020817915	-1.2670773051243	-0.471583887582068	-0.180890843749218	Frugivore
MV_144	NHM Vienna	20230221	NMW 2741	Giraffa camelopardalis	 	female	1.05	1918	Sudan						20230713	0.031	FALSE	10	20230719	20	2.58e+08	20230905	12	11	3230000		NA	Giraffe	Terrestrial	Artiodactyla	Giraffa camelopardalis	Browser	5	11.3339	3.13823	25.58103	5.57323	54.37362	Frugivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	31	FALSE	0.45	0.2	1.032e+10	3.096e+09	64600000	-0.296569732402102	266278806935.6	-11.9615020817915	-1.2670773051243	-0.471583887582068	-0.180890843749218	Frugivore
MV_145	NHM Vienna	20230221	NMW 974	Giraffa camelopardalis	Schönbrunn (?) 	female	1.26	1897	Kenya						20230608	0.021	FALSE	0.691	20230613	20	408000	20230622	18	11	1910000		NA	Giraffe	Terrestrial	Artiodactyla	Giraffa camelopardalis	Browser	5	11.3339	3.13823	25.58103	5.57323	54.37362	Frugivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	21	FALSE	0.031095	0.01382	16320000	7344000	38200000	0.16172354234083	631638100.172819	-11.9615020817915	-1.2670773051243	-0.471583887582068	-0.180890843749218	Frugivore
MV_146	NHM Vienna	20230221	NMW 7535	Giraffa camelopardalis	 	female	1.27	1896	Tanzania						20230608	0.019	FALSE	1.06	20230613	20	80700	20230622	18	11	4780000		NA	Giraffe	Terrestrial	Artiodactyla	Giraffa camelopardalis	Browser	5	11.3339	3.13823	25.58103	5.57323	54.37362	Frugivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	19	FALSE	0.0477	0.0212	3228000	1452600	95600000	0.463191189810371	124934300.695947	-11.9615020817915	-1.2670773051243	-0.471583887582068	-0.180890843749218	Frugivore
MV_147	NHM Vienna	20230221	NMW 5483	Giraffa camelopardalis	6.5 jahre in gelanhschaft 1.5 jahre wie angekohmien(?)  Schöder 25/I 1935	female	0.88	1935	Kenya						20230713	0.029	TRUE	14.8	20230719	20	1.58e+08	20230905	12	11	1130000		NA	Giraffe	Terrestrial	Artiodactyla	Giraffa camelopardalis	Browser	5	11.3339	3.13823	25.58103	5.57323	54.37362	Frugivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	29	FALSE	0.666	0.296	6.32e+09	1.896e+09	22600000	-0.331478368794696	163069967038.081	-11.9615020817915	-1.2670773051243	-0.471583887582068	-0.180890843749218	Frugivore
MV_148	NHM Vienna	20230221	NMW 5549	Giraffa camelopardalis	 	female	1.26	1897	Kenya						20230608	0.019	FALSE	0.306	20230613	20	343000	20230616	18	10	2.2e+09	Pool C	4	Giraffe	Terrestrial	Artiodactyla	Giraffa camelopardalis	Browser	5	11.3339	3.13823	25.58103	5.57323	54.37362	Frugivore	970266	948370	21896	12898	8998	0	61.4246931604194	55.82510890347	48.2725170211055	48.5881860455308	34.2542473511144	92.9117977145741	40.6073	0	3.3453	0.1287	0.7463	4.632	50.5404	971273	FALSE	FALSE	FALSE	19	FALSE	0.01377	0.00612	13720000	6174000	4.4e+10	1.42822320533605	354189268.324765	-11.9615020817915	-1.2670773051243	-0.471583887582068	-0.180890843749218	Frugivore
MV_149	NHM Vienna	20230221	NMW 1936	Ovibos moschatus	Wollaston-Vorland, Ost-Grönland Exped Graf E & K Hoyos-Sprinzenstein, Coll. Prof. Lorenz Ende Juli 1910	female	1.13	1910	Greenland						20230614	0.015	TRUE	0.678	20230620	20	2620		NA	NA	NA		NA	Muskox	Terrestrial	Artiodactyla	Ovibos moschatus	Grazer-Browser	4.1	9.72697	3.07464	30.26407	6.87157	50.06277	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	15	FALSE	0.03051	0.01356	104800	NA	NA	NA	NA	-11.7766320416841	-7.60888619295474	-0.464295360471077	-1.08626193356083	Herbivore
MV_150	NHM Vienna	20230221	NMW 1930	Ovibos moschatus	Ymers Ore, Dusenfjord, Ost-Grönland, Grönland 21 Juli 1909 Exped v Öberlander, v. Lorenz & Architekt Kmunke 	female	1.14	1909	Greenland						20230614	0.031	TRUE	2.01	20230620	20	4210		NA	NA	NA		NA	Muskox	Terrestrial	Artiodactyla	Ovibos moschatus	Grazer-Browser	4.1	9.72697	3.07464	30.26407	6.87157	50.06277	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	31	FALSE	0.09045	0.0402	168400	NA	NA	NA	NA	-11.7766320416841	-7.60888619295474	-0.464295360471077	-1.08626193356083	Herbivore
MV_151	NHM Vienna	20230221	NMW 1937	Ovibos moschatus	Wollaston-Vorland, Ost-Grönland Exped Graf E & K Hoyos-Sprinzenstein, Coll. Prof. Lorenz Ende Juli 1910	female	1.13	1910	Greenland						20230614	0.016	TRUE	0.343	20230620	20	2510		NA	NA	NA		NA	Muskox	Terrestrial	Artiodactyla	Ovibos moschatus	Grazer-Browser	4.1	9.72697	3.07464	30.26407	6.87157	50.06277	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	16	FALSE	0.015435	0.00686	100400	NA	NA	NA	NA	-11.7766320416841	-7.60888619295474	-0.464295360471077	-1.08626193356083	Herbivore
MV_152	NHM Vienna	20230221	NMW 1931	Ovibos moschatus	Ymers Ore, Dusenfjord, Ost-Grönland, Grönland 21 Juli 1909 Exped v Öberlander, v. Lorenz & Architekt Kmunke 	female	1.14	1909	Greenland						20230614	0.029	TRUE	2.91	20230620	20	421000		NA	NA	NA		NA	Muskox	Terrestrial	Artiodactyla	Ovibos moschatus	Grazer-Browser	4.1	9.72697	3.07464	30.26407	6.87157	50.06277	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	29	FALSE	0.13095	0.0582	16840000	NA	NA	NA	NA	-11.7766320416841	-7.60888619295474	-0.464295360471077	-1.08626193356083	Herbivore
MV_156	NHM Vienna	20230221	NMW 5507	Ovibos moschatus	Ymers Ore, Dusenfjord, Ost-Grönland, Grönland 21 Juli 1909 Exped v Öberlander, v. Lorenz & Architekt Kmunke 	female	1.14	1909	Greenland						20230912	0.027	FALSE	12.4	NA	NA	NA		NA	NA	NA		NA	Muskox	Terrestrial	Artiodactyla	Ovibos moschatus	Grazer-Browser	4.1	9.72697	3.07464	30.26407	6.87157	50.06277	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	27	FALSE	0.558	NA	NA	NA	NA	NA	NA	-11.7766320416841	-7.60888619295474	-0.464295360471077	-1.08626193356083	Herbivore
MV_157	NHM Vienna	20230221	NMW 5510	Ovibos moschatus	wahrsch zw Kaiser Franz Josefs Fjord und Germania land* Grönland Deustche Nordpolexpedition Erwerb 6.2.1940	female	1.52	1871	Greenland						20230912	0.023	FALSE	9.87	NA	NA	NA		NA	NA	NA		NA	Muskox	Terrestrial	Artiodactyla	Ovibos moschatus	Grazer-Browser	4.1	9.72697	3.07464	30.26407	6.87157	50.06277	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	23	FALSE	0.44415	NA	NA	NA	NA	NA	NA	-11.7766320416841	-7.60888619295474	-0.464295360471077	-1.08626193356083	Herbivore
MV_167	NHM Vienna	20230223	NMW 658	Pongo pygmaeus	siehe Karteikarte Indonesien Als Geschenk an Anthropol-Ethnogr Sammlung - von dort 1885 Übernommen (AV 1885/XIII/1/2)	female	1.42	1881	Indonesia				dark black plaque		20230626	0.017	FALSE	2.66	20230628	20	3.27e+08	20230724	18	11	5.9e+10	Pool A	3	Bornean orangutan	Terrestrial	Primates	Pongo pygmaeus	Frugivore-Browser	4.9	14.0531	4.24633	12.40414	10.1851	59.11132	Frugivore	12715355	12120187	595168	369788	225377	3	64.0515858114326	50.6179553552788	43.057359310849	43.2134015754047	39.8796642292596	94.2125118639021	83.4604	0.1088	2.0481	0.4229	2.4523	3.0944	8.4131	12726387	FALSE	FALSE	FALSE	17	FALSE	0.1197	0.0532	1.308e+10	5.886e+09	1.18e+12	0.619117403244839	506239359697.333	-8.82303625213604	12.7609294275155	-0.347849434595145	1.82177936723527	Frugivore
MV_168	NHM Vienna	20230223	NMW 820	Pongo pygmaeus	Borneo/Kanomantan, Indonesien Geschenk des Museum Batavia/Djakarta an die Novara-Exped Mai 1858	male	1.65	1858	Indonesia						20230626	0.026	FALSE	8.7	20230628	20	1.83e+08	20230724	18	11	463000		NA	Bornean orangutan	Terrestrial	Primates	Pongo pygmaeus	Frugivore-Browser	4.9	14.0531	4.24633	12.40414	10.1851	59.11132	Frugivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	26	FALSE	0.3915	0.174	7.32e+09	3.294e+09	9260000	-0.413752947798362	283308265518.691	-8.82303625213604	12.7609294275155	-0.347849434595145	1.82177936723527	Frugivore
MV_169	NHM Vienna	20230223	NMW 817	Pongo pygmaeus	Borneo/Kalimantan 1852 von Hernn von Kessel gekauft (vgl NMW 812-AV 1852/I/1b)		1.71	1852	Indonesia						20230723	0.026	FALSE	4.31	20230727	20	7.09e+08	20230905	12	11	1.8e+08	Pool D	5	Bornean orangutan	Terrestrial	Primates	Pongo pygmaeus	Frugivore-Browser	4.9	14.0531	4.24633	12.40414	10.1851	59.11132	Frugivore	946598	906964	39634	16203	23430	1	47.7561616475116	42.3918361271484	34.3495929634333	34.9080757339872	21.0522278851491	95.1181742505359	70.3872	0	1.1769	0	0	9.4533	18.9825	947271	FALSE	FALSE	FALSE	26	FALSE	0.19395	0.0862	2.836e+10	8.508e+09	3.6e+09	-0.075209875144253	731750674873.413	-8.82303625213604	12.7609294275155	-0.347849434595145	1.82177936723527	Frugivore
MV_170	NHM Vienna	20230223	NMW 818	Pongo pygmaeus	Borneo/Kanomantan, Indonesien Novara-Expedition 1858-59 leg. (die Exped erhielt f.d.zool. Sammlungen 3 Schädel und 1 Handskelett)		1.65	1858	Indonesia						20230723	0.014	TRUE	1.85	20230809	20	86500		NA	NA	NA		NA	Bornean orangutan	Terrestrial	Primates	Pongo pygmaeus	Frugivore-Browser	4.9	14.0531	4.24633	12.40414	10.1851	59.11132	Frugivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	14	FALSE	0.08325	0.037	3460000	NA	NA	NA	NA	-8.82303625213604	12.7609294275155	-0.347849434595145	1.82177936723527	Frugivore
MV_173	NHM Vienna	20230223	NMW 819	Pongo pygmaeus	Geschenk von General WE von Schierbrand/Batavia(Djakarta) an die Novara Exped Mai Geschenk von General WE von Schierbrand/Batavia(Djakarta) an die Novara Exped Mai	male	1.65	1858	Indonesia					dusty?	20230723	0.014	TRUE	1.59	20230809	20	622000		NA	NA	NA		NA	Bornean orangutan	Terrestrial	Primates	Pongo pygmaeus	Frugivore-Browser	4.9	14.0531	4.24633	12.40414	10.1851	59.11132	Frugivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	14	FALSE	0.07155	0.0318	24880000	NA	NA	NA	NA	-8.82303625213604	12.7609294275155	-0.347849434595145	1.82177936723527	Frugivore
MV_175	NHM Vienna	20230223	NMW 3109/ST660	Pongo pygmaeus	Tandjoeng Poera/Tandjungpura, Nordsumatra, Indonesien Februar 1908 Anton Scholz leg., Ph. Von Öberlander don	female	1.15	1908	Indonesia						20230723	0.018	FALSE	6.06	20230809	20	4.79e+08	20230907	12	11	6.54e+10	Pool A	3	Bornean orangutan	Terrestrial	Primates	Pongo pygmaeus	Frugivore-Browser	4.9	14.0531	4.24633	12.40414	10.1851	59.11132	Frugivore	9697603	9529405	168198	69117	99080	1	54.6527269936154	52.4011638030066	44.9163572689045	45.3231093651702	21.8714550708094	94.9704528502963	91.7453	0.0821	0.7969	0.4211	1.0267	1.0604	4.8675	9706110	FALSE	FALSE	FALSE	18	FALSE	0.2727	0.1212	1.916e+10	5.748e+09	1.308e+12	0.637875922337051	494370343109.118	-8.82303625213604	12.7609294275155	-0.347849434595145	1.82177936723527	Frugivore
MV_201	NHM Vienna	20230208	NMW 3811	Sus scrofa	Wurde im Mai 2018 entfettet 	female	0.9	1933	Austria	Lower Austria	Mannersdorf am Leithagebirge				20230707	0.012	FALSE	18.1	20230712	20	4.17e+08	20230818	18	11	1.21e+10	Pool B	3	European wild pig	Terrestrial	Artiodactyla	Sus scrofa	Browser-Rootivore	4.2	12.92185	4.06591	18.41128	9.56317	55.03775	Frugivore	3212002	5524992	899012	418631	30875	0	57.8434050470985	49.6628243594216	42.2982909101551	42.3319429240803	42.091475975849	96.5126010413449	59.0776	0.3842	4.9816	1.8476	3.3303	3.8684	26.5102	3224625	FALSE	FALSE	FALSE	12	FALSE	0.8145	0.362	1.668e+10	7.506e+09	2.42e+11	0.371285524157824	645571293558.984	-8.90399072433945	5.42847964048577	-0.351041075950703	0.774982124982971	Frugivore
MV_202	NHM Vienna	20230208	NMW 3172	Sus scrofa	Margl 	male	0.92	1931	Austria	Lower Austria	Mannersdorf am Leithagebirge				20230609	0.011	FALSE	7.56	20230620	20	4890000	20230622	18	11	3.16e+10	Pool B	3	European wild pig	Terrestrial	Artiodactyla	Sus scrofa	Browser-Rootivore	4.2	12.92185	4.06591	18.41128	9.56317	55.03775	Frugivore	10833954	21161492	506416	149784	103424	0	60.8164085492846	56.1180666326077	49.2474309010358	49.6682232991889	31.6638731793624	97.211525932284	35.0525	0.3311	11.1099	0.9727	5.2987	6.6809	40.5542	10857657	FALSE	FALSE	FALSE	11	FALSE	0.3402	0.1512	195600000	88020000	6.32e+11	1.24159831862525	7570368406.48305	-8.90399072433945	5.42847964048577	-0.351041075950703	0.774982124982971	Frugivore
MV_203	NHM Vienna	20230208	NMW 4229	Sus scrofa	Wurde im Mai 2018 entfetter; Margl 	?	0.91	1932	Austria	Lower Austria	Mannersdorf am Leithagebirge				20230814	0.012	FALSE	28.4	20230821	10	43300000	20230908	12	11	1.39e+10	Pool B	3	European wild pig	Terrestrial	Artiodactyla	Sus scrofa	Browser-Rootivore	4.2	12.92185	4.06591	18.41128	9.56317	55.03775	Frugivore	2302513	4120976	484050	231121	10904	0	64.3932987815967	62.8932424943063	56.7490624374325	56.8609615780339	55.7964011982233	96.6591435414548	40.212	0.4407	22.7515	1.1577	4.1883	5.9973	25.2526	2309580	FALSE	FALSE	FALSE	12	FALSE	1.278	0.284	1.732e+09	519600000	2.78e+11	0.770248154568303	44689427675.6259	-8.90399072433945	5.42847964048577	-0.351041075950703	0.774982124982971	Frugivore
MV_204	NHM Vienna	20230208	NMW 3202	Sus scrofa	Margl 	male	0.92	1931	Austria	Lower Austria	Mannersdorf am Leithagebirge		white and flaky in some teeth, dark in others		20230613	0.034	FALSE	33.9	20230619	20	6040000	20230622	18	11	1.76e+09	Pool C	4	European wild pig	Terrestrial	Artiodactyla	Sus scrofa	Browser-Rootivore	4.2	12.92185	4.06591	18.41128	9.56317	55.03775	Frugivore	1174925	2269526	80324	31583	8579	0	53.9764226155802	51.811117300145	44.7562431644573	45.0914464077521	35.2851700612519	94.555752653973	37.9371	0.4237	14.0103	0.9469	4.82	4.0422	37.8198	1175915	FALSE	FALSE	FALSE	34	FALSE	1.5255	0.678	241600000	108720000	3.52e+10	0.691231348107921	9350720894.71527	-8.90399072433945	5.42847964048577	-0.351041075950703	0.774982124982971	Frugivore
MV_206	NHM Vienna	20230209	NMW 3794	Sus scrofa	Wurde im Mai 2018 entfettet 	female	0.93	1930	Austria	Lower Austria	Mannersdorf am Leithagebirge		light coloured and flaky on some teeth		20230828	0.021	FALSE	51	20230830	20	1.2e+08	20230920_7-7	12	11	1.55e+10	Pool B	3	European wild pig	Terrestrial	Artiodactyla	Sus scrofa	Browser-Rootivore	4.2	12.92185	4.06591	18.41128	9.56317	55.03775	Frugivore	3567509	7020352	114666	55207	2126	0	74.325327647781	74.9915831092739	69.8538834800417	69.9810015224308	62.0711632044372	93.2517674270909	29.5461	0.6861	11.037	0.8992	5.4296	5.8536	46.5484	3589449	FALSE	FALSE	FALSE	21	FALSE	2.295	1.02	4.8e+09	1.44e+09	3.1e+11	0.629636849917925	123850607877.023	-8.90399072433945	5.42847964048577	-0.351041075950703	0.774982124982971	Frugivore
MV_207	NHM Vienna	20230209	NMW 22737	Sus scrofa	Wurde im Mai 2018 entfettet; Sammler/Erweb: G. Schobesberger leg. et don.  		0.48	1975	Austria	Lower Austria	Strasse von Hundsheim mach Wolfsthal, PB Bruck a.d. Leitha, GB Hainburgh/Donau		light coloured and flaky on some teeth		20230816	0.026	FALSE	16.8	20230824	20	60200000	20230920_7-7	12	11	1.54e+10	Pool B	3	European wild pig	Terrestrial	Artiodactyla	Sus scrofa	Browser-Rootivore	4.2	12.92185	4.06591	18.41128	9.56317	55.03775	Frugivore	2420088	4464220	375956	181684	6294	0	62.8701921530428	60.8433062332412	54.1141917153426	53.9250126561863	56.3605634701933	97.0818911438322	45.2925	0.5362	13.4357	1.6404	4.4055	4.4777	30.212	2424838	FALSE	FALSE	FALSE	26	FALSE	0.756	0.336	2.408e+09	722400000	3.08e+11	0.734084557877815	62131721618.3067	-8.90399072433945	5.42847964048577	-0.351041075950703	0.774982124982971	Frugivore
MV_208	NHM Vienna	20230209	NMW 57731	Sus scrofa	Wiedenroth Gustav 	male	0.26	1997	Austria	Lower Austria	Falkenstein		light coloured and flaky		20230816	0.017	FALSE	12.3	20230824	20	3.82e+08	20230920_7-7	12	11	3.07e+10	Pool B	3	European wild pig	Terrestrial	Artiodactyla	Sus scrofa	Browser-Rootivore	4.2	12.92185	4.06591	18.41128	9.56317	55.03775	Frugivore	9566242	18909924	222560	62745	48535	0	61.6932027628496	57.9656458036199	51.2130931874816	51.4976842847174	27.03266534867	96.9951117197061	56.3022	0.2076	4.918	1.0629	1.9681	1.3022	34.2391	9585321	FALSE	FALSE	FALSE	17	FALSE	0.5535	0.246	1.528e+10	4.584e+09	6.14e+11	0.560833959850077	394257768408.524	-8.90399072433945	5.42847964048577	-0.351041075950703	0.774982124982971	Frugivore
MV_209	NHM Vienna	20230209	NMW 65992	Sus scrofa	Wiedenroth Gustav 	male	0.2	2003	Austria	Lower Austria	Falkenstein		light coloured and flaky		20230816	0.024	FALSE	18.3	20230824	20	1.24e+08	20230920_7-7	12	11	4.62e+10	Pool A	3	European wild pig	Terrestrial	Artiodactyla	Sus scrofa	Browser-Rootivore	4.2	12.92185	4.06591	18.41128	9.56317	55.03775	Frugivore	5294165	10488836	99494	36521	13226	0	69.4708196576733	66.7363871081296	60.4440177062861	60.6405829970075	39.6083984963917	93.8104624369545	41.4587	0.398	8.6146	1.7726	3.9906	1.9156	41.8498	5306569	FALSE	FALSE	FALSE	24	FALSE	0.8235	0.366	4.96e+09	1.488e+09	9.24e+11	0.794383913890817	127978961472.924	-8.90399072433945	5.42847964048577	-0.351041075950703	0.774982124982971	Frugivore
MV_210	NHM Vienna	20230209	NMW 73432	Sus scrofa	Friedrich Holzinger leg. 	male	0.06	2017	Austria	Lower Austria	Purkersdorf, Sankt Poelten		light coloured and flaky on some teeth		20230816	0.019	FALSE	18.7	20230824	20	2.27e+08	20230920_7-7	12	11	3.84e+10	Pool B	2	European wild pig	Terrestrial	Artiodactyla	Sus scrofa	Browser-Rootivore	4.2	12.92185	4.06591	18.41128	9.56317	55.03775	Frugivore	7568452	6434627	1133825	1110502	23322	1	68.1213479132523	66.8184007969159	61.0418234798873	61.811785049856	57.2229532776222	96.3861230211829	48.9405	0.6106	10.1783	1.2125	6.567	4.768	27.7231	7592269	FALSE	FALSE	FALSE	19	FALSE	0.8415	0.374	9.08e+09	2.724e+09	7.68e+11	0.670095413491231	234284066567.369	-8.90399072433945	5.42847964048577	-0.351041075950703	0.774982124982971	Frugivore
